codigo,nombre_barrio,comuna,listing_count,area_km2,density_per_km2,estrato_predominante,pct_predominante,fuente,total_viviendas,log_density,pct_homes_on_airbnb,log_pct_homes,saturation_rank,estrato_rank,displacement_risk_index
1211,Simon Bolivar,LA AMERICA,55.0,0.3470978759496366,158.45674609654026,4.0,39.78,ECV 2020 (Ficha Caracterización Territorial 12),2082.0,5.071772701100065,2.6416906820365034,1.292448046901366,0.873015873015873,0.7924528301886793,0.08056304282719373
0111,La Avanzada,POPULAR,1.0,0.2649668251126649,3.774057373313795,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),2460.0,1.5631965457149302,0.04065040650406504,0.03984590854719967,0.3611111111111111,0.2811320754716981,0.079979035639413
0603,Doce de Octubre No.2,DOCE DE OCTUBRE,2.0,0.4150987845260802,4.818130224793135,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),5146.0,1.7609789429083038,0.0388651379712398,0.03812890385717483,0.3531746031746032,0.2811320754716981,0.07204252770290509
1117,Florida Nueva,LAURELES,112.0,0.2461364706757154,455.0321197526225,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),2164.0,6.12256324508774,5.175600739371535,1.820606163510275,0.9563492063492064,0.8867924528301887,0.06955675351901769
0716,Palenque,ROBLEDO,1.0,0.3925000568672898,2.5477703315037097,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),2725.0,1.2663193305324398,0.03669724770642202,0.03603993648319687,0.3492063492063492,0.2811320754716981,0.06807427373465108
1113,El Estadio,LAURELES,108.0,0.3602098788822006,299.8252028377024,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),2130.0,5.706529374595427,5.070422535211268,1.8034282130624324,0.9523809523809523,0.8867924528301887,0.06558849955076362
1203,Los Pinos,LA AMERICA,24.0,0.2138838323938636,112.21044494753762,4.0,39.78,ECV 2020 (Ficha Caracterización Territorial 12),1151.0,4.729248431367054,2.0851433536055604,1.1265981242212053,0.8571428571428571,0.7924528301886793,0.0646900269541778
0604,Pedregal,DOCE DE OCTUBRE,2.0,0.5338399944603847,3.746440920039415,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),6235.0,1.5573950572042956,0.03207698476343224,0.03157326191609021,0.34523809523809523,0.2811320754716981,0.06410601976639713
0904,Los Cerros El Vergel,BUENOS AIRES,11.0,0.3099349908336193,35.49131374425893,3.0,58.75,ECV 2022 (Ficha Caracterización Territorial 9),3268.0,3.597074252657461,0.33659730722154224,0.29012706144484746,0.6388888888888888,0.5754716981132075,0.06341719077568131
1104,San Joaquin,LAURELES,121.0,0.3290011741317029,367.779842486405,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),2828.0,5.910199833156164,4.278642149929278,1.6636688960706616,0.9444444444444444,0.8867924528301887,0.057651991614255715
1604,Granada,BELEN,5.0,0.1825860795677543,27.38434393156786,3.0,37.91,ECV 2022 (Ficha Caracterización Territorial 16),1531.0,3.345837723146763,0.32658393207054215,0.28260716592270096,0.6309523809523809,0.5754716981132075,0.0554806828391734
1105,Los Conquistadores,LAURELES,184.0,0.6113363764555841,300.97996305536105,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),4418.0,5.710360667674973,4.164780443639656,1.6418625931762523,0.9404761904761905,0.8867924528301887,0.05368373764600176
1011,Calle Nueva,LA CANDELARIA,3.0,0.2204031894195764,13.611418273485004,4.0,51.57,ECV 2022 (Ficha Caracterización Territorial 10),158.0,2.681803296580516,1.89873417721519,1.0642741510872182,0.8452380952380952,0.7924528301886793,0.05278526504941594
0305,El Raizal,MANRIQUE,1.0,0.2664437440568677,3.753137472000722,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),3654.0,1.5588049204201524,0.027367268746579094,0.026999480208502107,0.3333333333333333,0.2811320754716981,0.05220125786163521
0908,Miraflores,BUENOS AIRES,9.0,0.2804394383789627,32.09249045720218,3.0,58.75,ECV 2022 (Ficha Caracterización Territorial 9),2815.0,3.499306382238358,0.3197158081705151,0.27741641657806876,0.623015873015873,0.5754716981132075,0.04754417490266549
1108,Laureles,LAURELES,271.0,0.680113689371538,398.4627926698825,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),6705.0,5.990120626125297,4.041759880686055,1.6177552038089993,0.9325396825396826,0.8867924528301887,0.04574722970949385
1111,Lorena,LAURELES,139.0,0.4294105225865299,323.6995664725246,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),3579.0,5.782900343944757,3.8837664151997764,1.5859167285690607,0.9285714285714286,0.8867924528301887,0.0417789757412399
0207,Villa del Socorro,SANTA CRUZ,1.0,0.2522673023355977,3.9640492078901057,2.0,87.46,ECV 2022 (Ficha Caracterización Territorial 2),4896.0,1.602221780244498,0.02042483660130719,0.020219047053306283,0.32142857142857145,0.2811320754716981,0.040296495956873346
1418,El Poblado,EL POBLADO,435.0,0.2542508809775411,1710.9085259705555,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),299.0,7.44536412418223,145.48494983277592,4.986922691662991,1.0,0.960377358490566,0.03962264150943395
1109,Las Acacias,LAURELES,107.0,0.3262294827112694,327.9899753717255,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),2771.0,5.796027280306397,3.8614218693612417,1.5813309608355897,0.9246031746031746,0.8867924528301887,0.037810721772985945
0807,Los Mangos,VILLA HERMOSA,0.0,0.4331124162789997,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",7063.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0819,Villa Liliam,VILLA HERMOSA,0.0,0.1344980493879855,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",2031.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0813,Villatina,VILLA HERMOSA,0.0,0.4324265661113443,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",5515.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0812,La Libertad,VILLA HERMOSA,0.0,0.2731583899979594,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",3489.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
