codigo,nombre_barrio,comuna,listing_count,area_km2,density_per_km2,estrato_predominante,pct_predominante,fuente,total_viviendas,log_density,pct_homes_on_airbnb,log_pct_homes,saturation_rank,estrato_rank,displacement_risk_index
0815,Las Estancias,VILLA HERMOSA,0.0,0.2884721671036138,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",3658.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0817,La Sierra,VILLA HERMOSA,0.0,0.2303010126870217,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",1182.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0816,Villa Turbay,VILLA HERMOSA,0.0,0.1901527306312187,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",1039.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0806,Llanaditas,VILLA HERMOSA,0.0,0.2632326912379633,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",3337.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0814,San Antonio,VILLA HERMOSA,0.0,0.1342599068204626,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",1617.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0811,Trece de Noviembre,VILLA HERMOSA,0.0,-0.1062746825045996,-0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",306.0,-0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0805,Batallon Girardot,VILLA HERMOSA,0.0,0.2157171861905418,0.0,1.5,73.32,"ECV 2022 (Ficha Caracterización Territorial 8; estratos 1+2 combined, not disaggregated)",567.0,0.0,0.0,0.0,0.14484126984126985,0.10754716981132076,0.037294100029949095
0718,Cucaracho,ROBLEDO,1.0,0.6494259300042979,1.5398214850974337,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),4927.0,0.9320937971028845,0.02029632636492795,0.02009310114861216,0.31746031746031744,0.2811320754716981,0.036328241988619336
1419,Manila,EL POBLADO,259.0,0.2809807233836865,921.771418626212,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),385.0,6.827381553373272,67.27272727272727,4.223510378965764,0.996031746031746,0.960377358490566,0.03565438754118
0404,Bermejal-Los Alamos,ARANJUEZ,9.0,0.162598655708202,55.35101111875926,3.0,54.48,ECV 2022 (Ficha Caracterización Territorial 4),3083.0,4.0316001838697755,0.2919234511839118,0.2561321552954939,0.6111111111111112,0.5754716981132075,0.03563941299790363
0308,Manrique Oriental,MANRIQUE,1.0,0.3926067652338785,2.5470778614940404,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),4984.0,1.2661241269162296,0.020064205457463884,0.019865571842055597,0.3134920634920635,0.2811320754716981,0.03235998802036538
1420,Astorga,EL POBLADO,112.0,0.2249775066406015,497.8275458395867,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),473.0,6.212260436498376,23.678646934460886,3.20593837316073,0.9920634920634921,0.960377358490566,0.031686133572926045
1406,Las Lomas No.1,EL POBLADO,287.0,0.4943810930810547,580.5238186019096,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),1634.0,6.365651931742228,17.564259485924115,2.9212381991913943,0.9880952380952381,0.960377358490566,0.02771787960467209
1001,Prado,LA CANDELARIA,74.0,0.6214674692983277,119.07300648181992,4.0,51.57,ECV 2022 (Ficha Caracterización Territorial 10),4976.0,4.78809994513799,1.487138263665595,0.9111327578338867,0.8174603174603174,0.7924528301886793,0.02500748727163815
0711,El Diamante,ROBLEDO,1.0,0.3980242003254816,2.512410047384699,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),5672.0,1.2563024250464458,0.01763046544428773,0.017476851681798064,0.3055555555555556,0.2811320754716981,0.024423480083857474
0712,Aures No. 2,ROBLEDO,1.0,0.4609017942290235,2.1696595945623436,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),6297.0,1.153624198704358,0.01588057805304113,0.015755800961394943,0.30158730158730157,0.2811320754716981,0.020455226115603464
1606,Las Playas,BELEN,8.0,0.3380031758031374,23.66841666795293,3.0,37.91,ECV 2022 (Ficha Caracterización Territorial 16),3372.0,3.2055237480176033,0.2372479240806643,0.212889496998917,0.5952380952380952,0.5754716981132075,0.019766397124887702
1112,El Velodromo,LAURELES,81.0,0.3713379659445819,218.1301332708015,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),2319.0,5.3896657691885785,3.4928848641655885,1.502495004156652,0.9007936507936508,0.8867924528301887,0.014001197963462109
0713,Aures No.1,ROBLEDO,1.0,0.7357592973807039,1.3591401475455227,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),8324.0,0.8582972083876507,0.01201345506967804,0.011941866300286387,0.29365079365079366,0.2811320754716981,0.012518718179095556
1407,Las Lomas No.2,EL POBLADO,76.0,0.3269132080069425,232.47760610022831,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),1096.0,5.453086167157398,6.934306569343065,2.0711959612930846,0.9722222222222222,0.960377358490566,0.011844863731656163
0905,Alejandro Echavarria,BUENOS AIRES,5.0,0.3280694877605413,15.24067365767801,3.0,58.75,ECV 2022 (Ficha Caracterización Territorial 9),2506.0,2.787518815257317,0.19952114924181963,0.18192243485690618,0.5873015873015873,0.5754716981132075,0.011829889188379794
1417,La Florida,EL POBLADO,269.0,0.7772375250694927,346.09754588978285,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),3973.0,5.849605852516565,6.770702240120816,2.0503605386896027,0.9682539682539683,0.960377358490566,0.00787660976340221
1205,La Floresta,LA AMERICA,60.0,0.3800688522177952,157.86613307006152,4.0,39.78,ECV 2020 (Ficha Caracterización Territorial 12),4369.0,5.068061917220821,1.373311970702678,0.8642864356068423,0.7976190476190477,0.7924528301886793,0.0051662174303683805
1422,La Aguacatala,EL POBLADO,95.0,0.6718859832053218,141.3930374716106,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),1428.0,4.958591103622479,6.652661064425771,2.0350534389110417,0.9642857142857143,0.960377358490566,0.003908355795148255
1416,Alejandría,EL POBLADO,133.0,0.4400322061472673,302.25060380123256,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),2290.0,5.714559538922697,5.807860262008734,1.9180778655035369,0.9603174603174603,0.960377358490566,-5.9898173105699115e-05
1608,La Mota,BELEN,6.0,0.4486004699207473,13.374930260460935,3.0,37.91,ECV 2022 (Ficha Caracterización Territorial 16),3676.0,2.66548573522545,0.1632208922742111,0.15119278866935817,0.5714285714285714,0.5754716981132075,-0.0040431266846361336
1609,La Hondonada,BELEN,9.0,0.4348016138275965,20.69909520521834,3.0,37.91,ECV 2022 (Ficha Caracterización Territorial 16),5622.0,3.0772705640650697,0.16008537886872998,0.14849360488278723,0.5674603174603174,0.5754716981132075,-0.008011380652890088
1102,Suramericana,LAURELES,48.0,0.4507240549783652,106.49531452743076,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),1786.0,4.677447260826487,2.6875699888017914,1.304967701499865,0.876984126984127,0.8867924528301887,-0.009808325846061727
1405,Lalinde,EL POBLADO,60.0,0.2361301880596891,254.0971169041426,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),1384.0,5.541644323257724,4.335260115606936,1.6743376400050731,0.9484126984126984,0.960377358490566,-0.011964660077867673
1013,Barrio Colon,LA CANDELARIA,18.0,0.3353776427656514,53.670840583066784,4.0,51.57,ECV 2022 (Ficha Caracterización Territorial 10),1560.0,4.001330488370684,1.153846153846154,0.7672551527136673,0.7777777777777778,0.7924528301886793,-0.014675052410901501
0413,Aranjuez,ARANJUEZ,5.0,0.3636541638631917,13.749326961868698,3.0,54.48,ECV 2022 (Ficha Caracterización Territorial 4),3488.0,2.691197452040945,0.143348623853211,0.1339613460528587,0.5555555555555556,0.5754716981132075,-0.01991614255765195
1016,Boston,LA CANDELARIA,71.0,0.5330868051797075,133.18656419579804,4.0,51.57,ECV 2022 (Ficha Caracterización Territorial 10),7120.0,4.899231101759428,0.9971910112359551,0.6917416989512104,0.7698412698412699,0.7924528301886793,-0.02261156034740941
1409,El Tesoro,EL POBLADO,178.0,1.1507809429918838,154.6775701179259,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),4298.0,5.047787010131957,4.141461144718474,1.6373373084706646,0.9365079365079365,0.960377358490566,-0.023869421982629535
1204,La America,LA AMERICA,39.0,0.3979387027358426,98.00504382175856,4.0,39.78,ECV 2020 (Ficha Caracterización Territorial 12),3990.0,4.595170796531331,0.9774436090225564,0.6818049039560108,0.7658730158730159,0.7924528301886793,-0.026579814315663364
1020,San Diego,LA CANDELARIA,41.0,0.7609107297998011,53.88279911729891,4.0,51.57,ECV 2022 (Ficha Caracterización Territorial 10),4248.0,4.005199986440913,0.9651600753295668,0.6755737052753166,0.7619047619047619,0.7924528301886793,-0.03054806828391743
1207,El Danubio,LA AMERICA,18.0,0.1650921787424061,109.02999849608535,4.0,39.78,ECV 2020 (Ficha Caracterización Territorial 12),1984.0,4.700753042213598,0.9072580645161291,0.6456666423269508,0.7579365079365079,0.7924528301886793,-0.03451632225217138
0414,Brasilia,ARANJUEZ,5.0,0.3245372474490916,15.406552065443035,3.0,54.48,ECV 2022 (Ficha Caracterización Territorial 4),4194.0,2.797680771230362,0.11921793037672865,0.11263016494910355,0.5357142857142857,0.5754716981132075,-0.03975741239892183
0911,Gerona,BUENOS AIRES,4.0,0.25915907057327,15.43453598267598,3.0,58.75,ECV 2022 (Ficha Caracterización Territorial 9),3566.0,2.7993849732327294,0.11217049915872125,0.10631351065665556,0.5277777777777778,0.5754716981132075,-0.04769392033542974
1018,Villa Nueva,LA CANDELARIA,18.0,0.3058558459011137,58.85125375638424,4.0,51.57,ECV 2022 (Ficha Caracterización Territorial 10),2314.0,4.091862380095083,0.7778738115816767,0.5754181624592806,0.7420634920634921,0.7924528301886793,-0.0503893381251872
1411,Los Balsos No.1,EL POBLADO,149.0,1.4166583549923688,105.1770876689621,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),4064.0,4.665108338534517,3.6663385826771653,1.5403747347636911,0.9087301587301587,0.960377358490566,-0.051647199760407325
0502,Las Brisas,CASTILLA,3.0,0.4130904469743853,7.262332067887356,3.0,83.03,ECV 2022 (Ficha Caracterización Territorial 5),2719.0,2.1117068803585313,0.11033468186833395,0.1046614850743681,0.5238095238095238,0.5754716981132075,-0.051662174303683694
1421,Patio Bonito,EL POBLADO,93.0,0.6913474278739958,134.51991900221557,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),2600.0,4.909118633222158,3.5769230769230766,1.5210269550900473,0.9047619047619048,0.960377358490566,-0.05561545372866128
1611,Loma de los Bernal,BELEN,7.0,0.4660673124478791,15.019289731422258,3.0,37.91,ECV 2022 (Ficha Caracterización Territorial 16),6519.0,2.7737936042916758,0.10737843227488879,0.10199544921462168,0.5198412698412699,0.5754716981132075,-0.05563042827193765
1007,Guayaquil,LA CANDELARIA,3.0,0.3162064091745641,9.487473729047114,4.0,51.57,ECV 2022 (Ficha Caracterización Territorial 10),397.0,2.350181566812558,0.7556675062972292,0.5628491300733335,0.7341269841269841,0.7924528301886793,-0.05832584606169522
0412,La Pinuela,ARANJUEZ,3.0,0.2150417819725358,13.950777251200169,3.0,54.48,ECV 2022 (Ficha Caracterización Territorial 4),2873.0,2.704763288532094,0.10442046641141664,0.09932073260390602,0.5158730158730159,0.5754716981132075,-0.0595986822401916
1403,Villa Carlota,EL POBLADO,70.0,0.9356686950513732,74.81280539812933,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),2162.0,4.32826721503092,3.2377428307123033,1.4440307762475337,0.8968253968253969,0.960377358490566,-0.06355196166516919
0504,Tejelo,CASTILLA,4.0,0.4318007849214149,9.263531099712974,3.0,83.03,ECV 2022 (Ficha Caracterización Territorial 5),4058.0,2.328596942297945,0.09857072449482504,0.09400999356005411,0.5079365079365079,0.5754716981132075,-0.06753519017669962
1607,Diego Echavarria,BELEN,2.0,0.2710056989726193,7.379918605335554,3.0,37.91,ECV 2022 (Ficha Caracterización Territorial 16),2045.0,2.125838201479703,0.09779951100244498,0.09330773169945254,0.503968253968254,0.5754716981132075,-0.07150344414495358
0403,Palermo,ARANJUEZ,2.0,0.2237986482468193,8.936604468648413,3.0,54.48,ECV 2022 (Ficha Caracterización Territorial 4),2107.0,2.2962253595573032,0.09492168960607499,0.09068284436956463,0.49603174603174605,0.5754716981132075,-0.07943995208146148
1110,La Castellana,LAURELES,42.0,0.5933935266445046,70.77933633266905,5.0,64.94,ECV 2022 (Ficha Caracterización Territorial 11),3053.0,4.2735966398236815,1.3756960366852276,0.8652904626285345,0.8055555555555556,0.8867924528301887,-0.08123689727463312
0402,San Isidro,ARANJUEZ,5.0,0.4193729720798517,11.922561378247243,3.0,54.48,ECV 2022 (Ficha Caracterización Territorial 4),5657.0,2.5589747277960457,0.088386070355312,0.08469592956805443,0.4880952380952381,0.5754716981132075,-0.08737646001796945
1511,La Colina,GUAYABAL,6.0,0.7030424238274928,8.534335619940105,3.0,54.99,ECV 2022 (Ficha Caracterización Territorial 15),6800.0,2.2548995585901572,0.08823529411764706,0.08455738802806306,0.48412698412698413,0.5754716981132075,-0.0913447139862234
1208,Campo Alegre,LA AMERICA,14.0,0.4708427497556067,29.733918611397904,4.0,39.78,ECV 2020 (Ficha Caracterización Territorial 12),2833.0,3.425366885467921,0.4941757853865161,0.40157474069040716,0.6984126984126984,0.7924528301886793,-0.09404013177598092
1401,Barrio Colombia,EL POBLADO,2.0,0.3937691097473189,5.079118576069609,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),82.0,1.8048597144275758,2.4390243902439024,1.2351878236738605,0.8650793650793651,0.960377358490566,-0.09529799341120093
0510,Tricentenario,CASTILLA,2.0,0.4340085064260003,4.608204609789153,3.0,83.03,ECV 2022 (Ficha Caracterización Territorial 5),2312.0,1.724230634407149,0.08650519031141869,0.08296629779582121,0.4801587301587302,0.5754716981132075,-0.09531296795447736
1209,Santa Monica,LA AMERICA,13.0,0.3364547345057007,38.63818417980899,4.0,39.78,ECV 2020 (Ficha Caracterización Territorial 12),2835.0,3.679792900637831,0.45855379188712525,0.3774453912959393,0.6865079365079365,0.7924528301886793,-0.10594489368074278
1408,Altos del Poblado,EL POBLADO,35.0,0.9560707380705008,36.60816988357518,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),1693.0,3.6272213109307074,2.067336089781453,1.1208094617111837,0.8531746031746031,0.960377358490566,-0.1072027553159629
1610,El Rincon,BELEN,7.0,0.6507398693138882,10.756986516563824,3.0,37.91,ECV 2022 (Ficha Caracterización Territorial 16),8406.0,2.464447661041689,0.08327385201046872,0.07998780032966539,0.46825396825396826,0.5754716981132075,-0.10721772985923927
1617,Las Mercedes,BELEN,3.0,0.3587574231130476,8.362196310721837,3.0,37.91,ECV 2022 (Ficha Caracterización Territorial 16),3754.0,2.2366799115452207,0.07991475759190196,0.07688210986549121,0.4642857142857143,0.5754716981132075,-0.11118598382749323
1503,Trinidad,GUAYABAL,3.0,0.6728486739953228,4.458654844611991,3.0,54.99,ECV 2022 (Ficha Caracterización Territorial 15),3873.0,1.6972023939481802,0.0774593338497289,0.07460580107680043,0.4603174603174603,0.5754716981132075,-0.11515423779574724
0903,Bombona No. 2,BUENOS AIRES,5.0,0.6371753757761899,7.847133128629045,3.0,58.75,ECV 2022 (Ficha Caracterización Territorial 9),6589.0,2.180093466271951,0.07588404917286386,0.07314269494119763,0.45634920634920634,0.5754716981132075,-0.11912249176400119
1412,San Lucas,EL POBLADO,54.0,1.1979316941751224,45.07769538327774,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),3081.0,3.8303290017531952,1.7526777020447908,1.012574147765032,0.8373015873015873,0.960377358490566,-0.12307577118897872
0401,Berlin,ARANJUEZ,3.0,0.3028517581144588,9.905836501256797,3.0,54.48,ECV 2022 (Ficha Caracterización Territorial 4),4021.0,2.3892981047590713,0.07460830639144492,0.07195622903465915,0.4523809523809524,0.5754716981132075,-0.12309074573225515
1414,El Castillo,EL POBLADO,16.0,0.724396496689442,22.08735143408542,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),960.0,3.1392849105976883,1.6666666666666667,0.9808292530117263,0.8333333333333334,0.960377358490566,-0.12704402515723268
1206,Santa Lucia,LA AMERICA,12.0,0.3277548248649229,36.61273332877873,4.0,39.78,ECV 2020 (Ficha Caracterización Territorial 12),3060.0,3.6273426454272175,0.39215686274509803,0.3308542443169896,0.6626984126984127,0.7924528301886793,-0.12975441749026662
1410,Los Naranjos,EL POBLADO,47.0,0.946838197826916,49.63889301030469,6.0,73.5,ECV 2022 (Ficha Caracterización Territorial 14 / El Poblado pilot),2921.0,3.9247199176109033,1.609038000684697,0.9589815712783765,0.8253968253968254,0.960377358490566,-0.1349805330937407
0519,El Progreso,CASTILLA,1.0,0.3915328239444675,2.5540642797852207,3.0,83.03,ECV 2022 (Ficha Caracterización Territorial 5),1440.0,1.2680918161713808,0.06944444444444445,0.06713930283762855,0.44047619047619047,0.5754716981132075,-0.13499550763701706
0719,Fuente Clara,ROBLEDO,0.0,0.2002753629013499,0.0,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),925.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0705,Facultad de Minas,ROBLEDO,0.0,0.3271006822219892,0.0,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),203.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0714,Bello Horizonte,ROBLEDO,0.0,0.1727233441267836,0.0,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),2575.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0722,Olaya Herrera,ROBLEDO,0.0,0.5245343598247071,0.0,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),3041.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0202,Playon de Los Comuneros,SANTA CRUZ,0.0,0.210232163178938,0.0,2.0,87.46,ECV 2022 (Ficha Caracterización Territorial 2),3343.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0106,Villa Guadalupe,POPULAR,0.0,0.2295926278160974,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),3510.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0108,El Compromiso,POPULAR,0.0,0.0888881199004418,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),1894.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0208,Villa Niza,SANTA CRUZ,0.0,0.1477627408823698,0.0,2.0,87.46,ECV 2022 (Ficha Caracterización Territorial 2),2037.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0103,Popular,POPULAR,0.0,0.4328320744800507,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),7952.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0107,San Pablo,POPULAR,0.0,0.2160051436635841,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),4008.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0609,Picachito,DOCE DE OCTUBRE,0.0,0.0910882749918802,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),1434.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0612,El Triunfo,DOCE DE OCTUBRE,0.0,0.0998985070533783,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),1192.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0608,Picacho,DOCE DE OCTUBRE,0.0,0.4584291948426226,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),7105.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0605,La Esperanza,DOCE DE OCTUBRE,0.0,0.3836089903312519,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),6771.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0607,Kennedy,DOCE DE OCTUBRE,0.0,0.4940116693930654,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),9394.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0606,San Martin de Porres,DOCE DE OCTUBRE,0.0,0.2959960603894307,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),5487.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0601,Santander,DOCE DE OCTUBRE,0.0,0.4226378934533994,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),5125.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0611,El Progreso No.2,DOCE DE OCTUBRE,0.0,0.1104900967096122,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),2003.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0102,Santo Domingo Savio No. 2,POPULAR,0.0,0.2591489798802469,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),3279.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0610,Mirador del Doce,DOCE DE OCTUBRE,0.0,0.0480178503407636,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),1018.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0109,Aldea Pablo VI,POPULAR,0.0,0.0553476263135969,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),669.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0112,Carpinelo,POPULAR,0.0,0.3799710475715787,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),4267.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0104,Granizal,POPULAR,0.0,0.2490540929413394,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),3745.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0101,Santo Domingo Savio No. 1,POPULAR,0.0,0.5637861249667874,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),7549.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0105,Moscu No. 2,POPULAR,0.0,0.3065478341550409,0.0,2.0,60.05,ECV 2020 (Ficha Caracterización Territorial 1),5234.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0723,Pajarito,ROBLEDO,0.0,0.2749666074112572,0.0,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),2447.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0602,Doce de Octubre No.1,DOCE DE OCTUBRE,0.0,0.4948692801692329,0.0,2.0,56.15,ECV 2022 (Ficha Caracterización Territorial 6),5613.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0302,Las Granjas,MANRIQUE,0.0,0.6194573107718412,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),9101.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0311,La Cruz,MANRIQUE,0.0,0.5306234133548079,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),2695.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0310,Versalles No. 2,MANRIQUE,0.0,0.1965487660039657,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),1437.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0704,Facultad Veterinaria y Zootecnia,ROBLEDO,0.0,0.0933935609662689,0.0,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),99.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0301,La Salle,MANRIQUE,0.0,0.3947532241983421,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),6224.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0304,Santa Ines,MANRIQUE,0.0,0.2839275249973768,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),4921.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0725,Nueva Villa de la Iguana,ROBLEDO,0.0,0.0761549825810847,0.0,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),647.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0314,San Jose la Cima No. 1,MANRIQUE,0.0,0.1538289259909245,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),601.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0312,Oriente,MANRIQUE,0.0,0.4809753196889544,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),2327.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0315,San Jose la Cima No.2,MANRIQUE,0.0,0.1523433810964047,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),904.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0313,Maria Cano Carambolas,MANRIQUE,0.0,0.2724060649478171,0.0,2.0,54.49,ECV 2022 (Ficha Caracterización Territorial 3),1779.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0211,La Rosa,SANTA CRUZ,0.0,0.160690907855308,0.0,2.0,87.46,ECV 2022 (Ficha Caracterización Territorial 2),2344.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0201,La Isla,SANTA CRUZ,0.0,0.2280375967779126,0.0,2.0,87.46,ECV 2022 (Ficha Caracterización Territorial 2),4385.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0206,Andalucia,SANTA CRUZ,0.0,0.2680552689569937,0.0,2.0,87.46,ECV 2022 (Ficha Caracterización Territorial 2),3301.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
0720,Santa Margarita,ROBLEDO,0.0,0.5106080266468191,0.0,2.0,57.73,ECV 2022 (Ficha Caracterización Territorial 7; estratos 1+2 combined),3340.0,0.0,0.0,0.0,0.14484126984126985,0.2811320754716981,-0.13629080563042825
