id,lat,lon,room_type,property_type,reviews_count,nightly_usd,city
903565529664202729,6.19943,-75.5456,Entire home/apt,Entire home,125,774.8,Medellin
1694149496372700801,6.258,-75.6131,Entire home/apt,Entire home,6,152.32,Medellin
1216165259720468532,6.28509,-75.5715,Entire home/apt,Entire home,29,89.14,Medellin
1133594122864034869,6.2734,-75.55283,Entire home/apt,Entire rental unit,17,64.05,Medellin
1211859912758117439,6.25369,-75.51322,Entire home/apt,Entire home,44,119.34,Medellin
1587191730467010540,6.264037362622312,-75.5947077083365,Entire home/apt,Entire rental unit,16,76.26,Medellin
1440972312532624749,6.2797,-75.5627,Entire home/apt,Entire home,33,92.08,Medellin
1460579369042018467,6.2787,-75.5761,Entire home/apt,Entire rental unit,23,58.16,Medellin
1336440522391825060,6.2701,-75.5525,Entire home/apt,Entire rental unit,13,48.29,Medellin
1655283000152497602,6.2797,-75.5615,Entire home/apt,Entire rental unit,4,282.5,Medellin
936520410170917990,6.28201,-75.56361,Private room,Private room in rental unit,58,141.24,Medellin
760272507364750411,6.2759,-75.5612,Entire home/apt,Entire loft,128,25.49,Medellin
1587797476613464398,6.262662306507757,-75.5642219166237,Entire home/apt,Entire rental unit,30,38.13,Medellin
1622510423136128026,6.262397028403286,-75.56454642870429,Entire home/apt,Entire rental unit,20,72.58,Medellin
1163090047742836117,6.274893633083191,-75.48242226012255,Entire home/apt,Entire cabin,11,95.21,Medellin
1670290471292262410,6.2674,-75.5635,Entire home/apt,Entire serviced apartment,5,34.66,Medellin
668176614745355885,6.27666,-75.5617,Entire home/apt,Entire loft,180,23.92,Medellin
761046362921008670,6.2757,-75.5612,Entire home/apt,Entire loft,97,23.55,Medellin
1415108169672591088,6.276,-75.5775,Entire home/apt,Entire rental unit,10,37.6,Medellin
1264787288356690384,6.3013,-75.5668,Entire home/apt,Entire rental unit,23,32.66,Medellin
1300998690899780552,6.28143,-75.55921,Entire home/apt,Entire rental unit,46,222.34,Medellin
1700820271740200494,6.2751,-75.5829,Entire home/apt,Entire rental unit,1,53.38,Medellin
863760976138017447,6.2841,-75.564,Entire home/apt,Entire rental unit,77,23.92,Medellin
1259064265476045949,6.2329,-75.5504,Entire home/apt,Entire loft,69,50.46,Medellin
1290098612012163081,6.2322,-75.5511,Entire home/apt,Entire home,36,51.52,Medellin
1422856401794727536,6.23455,-75.54952,Entire home/apt,Entire loft,22,36.85,Medellin
1698580730880819932,6.2398,-75.5561,Entire home/apt,Entire rental unit,10,38.39,Medellin
1428875101575140531,6.235080213247058,-75.54878716297426,Entire home/apt,Entire loft,34,39.62,Medellin
1549444781202585552,6.237,-75.5537,Entire home/apt,Entire rental unit,47,42.49,Medellin
1650354680545812849,6.2334,-75.5491,Entire home/apt,Entire rental unit,3,35.22,Medellin
1605308368478831940,6.234595871114542,-75.54995153088875,Entire home/apt,Entire rental unit,3,39.82,Medellin
1529597903681453819,6.2346,-75.5498,Private room,Private room in home,13,37.98,Medellin
1221053250308599796,6.2267,-75.5489,Entire home/apt,Entire rental unit,6,36.5,Medellin
1185626841123694495,6.234,-75.5491,Entire home/apt,Entire loft,70,36.42,Medellin
937652289063479717,6.2389,-75.5536,Entire home/apt,Entire rental unit,40,45.0,Medellin
1018791174925292196,6.23414,-75.54854,Entire home/apt,Entire loft,109,53.33,Medellin
17666304,6.24395,-75.55934,Entire home/apt,Entire condo,175,45.27,Medellin
1243799290239128238,6.232,-75.55,Entire home/apt,Entire rental unit,26,52.15,Medellin
1389440873598672118,6.2323,-75.5437,Entire home/apt,Entire loft,20,38.35,Medellin
1648071335458866873,6.237655724826188,-75.55222556529525,Entire home/apt,Entire rental unit,5,40.76,Medellin
1644990218968244763,6.208882167682425,-75.4908294784672,Entire home/apt,Entire cabin,25,66.99,Medellin
1724371126421776098,6.22531,-75.60059,Entire home/apt,Entire home,1,122.01,Medellin
1231149022201333621,6.2437,-75.5582,Entire home/apt,Entire rental unit,75,29.8,Medellin
1266080645248428034,6.232048266099315,-75.59217842411935,Entire home/apt,Entire loft,52,57.56,Medellin
845534672856100108,6.24024,-75.58872,Private room,Private room in loft,430,105.16,Medellin
1353803201619268598,6.2336240060893395,-75.54285776747165,Entire home/apt,Entire home,24,104.55,Medellin
1176087147958237779,6.2894,-75.5615,Entire home/apt,Entire loft,28,40.13,Medellin
1353951026615330198,6.2786,-75.582,Entire home/apt,Entire rental unit,8,59.0,Medellin
1004588682714595588,6.2366,-75.5887,Entire home/apt,Entire rental unit,46,63.91,Medellin
42387659,6.23581,-75.5876,Private room,Private room in rental unit,222,19.66,Medellin
803739442138610650,6.2363,-75.588,Entire home/apt,Entire rental unit,107,29.73,Medellin
1243492687221050625,6.23571,-75.5904,Entire home/apt,Entire rental unit,46,40.91,Medellin
1730081384355028073,6.36517,-75.61581,Entire home/apt,Entire cabin,1,145.87,Medellin
1725058535998952360,6.2397,-75.5943,Entire home/apt,Entire rental unit,0,112.2,Medellin
18618174,6.2773,-75.4846,Entire home/apt,Entire cabin,38,165.43,Medellin
1004588612547148002,6.2366,-75.5887,Entire home/apt,Entire rental unit,20,56.65,Medellin
1499335487028235303,6.23473,-75.59089,Entire home/apt,Entire rental unit,21,107.64,Medellin
1730126505628827162,6.2383,-75.5891,Entire home/apt,Entire loft,1,26.64,Medellin
1341508763371864421,6.3021,-75.5551,Entire home/apt,Entire rental unit,19,40.65,Medellin
1566980657347803809,6.23718,-75.59511,Entire home/apt,Entire rental unit,33,43.7,Medellin
814684386480000581,6.31471,-75.55129,Entire home/apt,Entire rental unit,116,64.87,Medellin
1688575105089686337,6.2365,-75.5881,Private room,Private room in guesthouse,1,40.54,Medellin
1299640962123812954,6.236,-75.5904,Entire home/apt,Entire rental unit,43,113.57,Medellin
39048787,6.34227,-75.60811,Entire home/apt,Tiny home,409,103.85,Medellin
1021214122495498663,6.314979627017844,-75.5597774433885,Entire home/apt,Entire home,100,57.92,Medellin
1635177457518912511,6.317011230051147,-75.56064194792796,Entire home/apt,Entire rental unit,7,42.0,Medellin
1659830784346833248,6.2686,-75.5505,Entire home/apt,Entire rental unit,5,41.52,Medellin
1441514384278597500,6.2854,-75.5593,Entire home/apt,Entire rental unit,25,87.4,Medellin
1501016064686516388,6.2365,-75.5872,Entire home/apt,Entire rental unit,21,70.3,Medellin
1534244961645205287,6.31353,-75.564,Private room,Private room in home,9,16.37,Medellin
1711924048308894680,6.233,-75.5904,Entire home/apt,Entire home,3,54.2,Medellin
723202833330109096,6.2391,-75.5886,Entire home/apt,Entire loft,223,54.8,Medellin
1303949071541423475,6.277989921587871,-75.50382992557765,Entire home/apt,Entire cabin,78,91.51,Medellin
1492088285982657009,6.2365,-75.5872,Entire home/apt,Entire rental unit,41,156.67,Medellin
746598657130378111,6.32836,-75.52097,Entire home/apt,Tiny home,341,102.32,Medellin
1308715999012457524,6.31054,-75.62365,Entire home/apt,Entire home,72,142.44,Medellin
955127255655332373,6.2343,-75.5871,Entire home/apt,Entire serviced apartment,50,38.01,Medellin
1730107364357970771,6.2345,-75.5867,Entire home/apt,Entire loft,0,29.87,Medellin
1145933109082197693,6.23874,-75.58824,Entire home/apt,Entire rental unit,31,48.0,Medellin
1496652821024696384,6.2365,-75.5872,Entire home/apt,Entire rental unit,17,119.67,Medellin
1305890219797199873,6.3311,-75.5197,Entire home/apt,Entire cabin,76,122.84,Medellin
1010318760880569056,6.3172,-75.5596,Entire home/apt,Entire rental unit,52,48.59,Medellin
1625398309053567877,6.2877,-75.557,Entire home/apt,Entire rental unit,5,37.54,Medellin
1365891603346626139,6.34421116851978,-75.60934790640128,Entire home/apt,Entire cabin,41,64.0,Medellin
791504011200242416,6.30029,-75.48215,Entire home/apt,Entire chalet,104,99.5,Medellin
1710164057859701525,6.2367,-75.5913,Entire home/apt,Entire home,2,399.96,Medellin
1150217896749134866,6.3002,-75.5669,Entire home/apt,Entire rental unit,53,37.26,Medellin
946547864714412810,6.24,-75.5914,Entire home/apt,Entire rental unit,242,130.65,Medellin
1403662429241785951,6.329657013936405,-75.52041075195768,Entire home/apt,Entire home,7,58.89,Medellin
34433525,6.3052,-75.6163,Entire home/apt,Treehouse,95,89.94,Medellin
1676313792261175930,6.2783,-75.5908,Entire home/apt,Entire home,6,61.17,Medellin
1711666674229703341,6.3162,-75.5578,Entire home/apt,Entire home,1,135.08,Medellin
1394979995207486000,6.23563,-75.58773,Entire home/apt,Entire townhouse,9,150.9,Medellin
1730057946288177024,6.2345,-75.5867,Entire home/apt,Entire loft,0,31.78,Medellin
634718599376760145,6.34064,-75.59315,Entire home/apt,Entire cabin,73,77.66,Medellin
1211101632241070177,6.31521,-75.55784,Entire home/apt,Entire rental unit,51,120.67,Medellin
1132849099088902475,6.3188,-75.5623,Entire home/apt,Entire home,46,69.75,Medellin
1158140242802425478,6.3006,-75.5733,Entire home/apt,Entire serviced apartment,158,41.73,Medellin
1640275767850482292,6.236992394615921,-75.59217319550874,Entire home/apt,Entire rental unit,1,37.93,Medellin
999152720312474097,6.23535,-75.58982,Private room,Private room in guesthouse,51,35.68,Medellin
552331054126571035,6.31307,-75.55996,Entire home/apt,Entire rental unit,61,41.85,Medellin
1216020734256358314,6.2363,-75.588,Private room,Private room in rental unit,56,25.26,Medellin
1437364391846281821,6.31606,-75.55919,Entire home/apt,Entire rental unit,29,59.63,Medellin
1014463629001104548,6.2352,-75.5899,Entire home/apt,Entire rental unit,62,59.71,Medellin
860404275433629041,6.27737,-75.56212,Entire home/apt,Entire rental unit,40,41.92,Medellin
1730153902180947678,6.2378,-75.5852,Private room,Private room in hostel,1,18.34,Medellin
845539904082059372,6.23822,-75.58878,Private room,Private room in loft,120,92.83,Medellin
945642477359573894,6.2363,-75.588,Entire home/apt,Entire rental unit,83,35.94,Medellin
1499005454253712033,6.2365,-75.5872,Entire home/apt,Entire rental unit,24,134.77,Medellin
1670721038242486218,6.2363,-75.5883,Private room,Private room in guesthouse,0,32.18,Medellin
1445263666777088895,6.3254,-75.55104,Entire home/apt,Entire rental unit,14,62.82,Medellin
1092283507059897282,6.2435,-75.5598,Entire home/apt,Entire rental unit,86,51.21,Medellin
1611864113668331398,6.2771,-75.5562,Entire home/apt,Entire home,14,45.94,Medellin
936628703727736763,6.2435,-75.5636,Entire home/apt,Entire rental unit,96,52.8,Medellin
1248737331740170771,6.21887,-75.5634,Entire home/apt,Entire rental unit,127,252.89,Medellin
1730137732565254756,6.2447,-75.5827,Entire home/apt,Entire rental unit,1,70.17,Medellin
1477811941087316642,6.233543608774287,-75.57043120287268,Entire home/apt,Entire rental unit,22,124.56,Medellin
646511806101230219,6.24132,-75.56228,Entire home/apt,Entire rental unit,260,35.91,Medellin
1183506214385792783,6.2432,-75.5571,Entire home/apt,Entire condo,191,33.95,Medellin
1690585850521118755,6.241,-75.5818,Entire home/apt,Entire rental unit,7,132.8,Medellin
1702480728939067195,6.24273015230522,-75.56119913420497,Entire home/apt,Entire rental unit,1,51.28,Medellin
1691285571270955508,6.245259148874042,-75.5606985108488,Entire home/apt,Entire rental unit,2,44.24,Medellin
1731462430164922100,6.239,-75.5679,Entire home/apt,Entire rental unit,0,110.41,Medellin
1706577889587476741,6.2251,-75.535,Entire home/apt,Entire home,5,464.04,Medellin
1730167857473737502,6.2378,-75.5852,Private room,Room in hotel,2,18.59,Medellin
1716329241073861383,6.2242,-75.5619,Entire home/apt,Entire rental unit,1,157.8,Medellin
649871938510504708,6.2433,-75.5602,Entire home/apt,Entire serviced apartment,23,39.32,Medellin
1264510977763983900,6.2428,-75.5623,Entire home/apt,Entire rental unit,47,69.07,Medellin
1066191660254470788,6.2412,-75.5545,Entire home/apt,Entire rental unit,24,61.44,Medellin
1411037032540732875,6.2345,-75.5927,Entire home/apt,Entire rental unit,39,125.85,Medellin
1489970454001704918,6.1989,-75.5465,Entire home/apt,Entire villa,44,1178.12,Medellin
1726164002790065903,6.1838,-75.5451,Entire home/apt,Entire home,0,1328.5,Medellin
1348630557296024124,6.2076138408758395,-75.56601631053995,Entire home/apt,Entire rental unit,13,1348.84,Medellin
1486434382146325259,6.257,-75.613,Entire home/apt,Entire rental unit,1,91.53,Medellin
1468227949347605307,6.257,-75.613,Entire home/apt,Entire rental unit,3,65.25,Medellin
1394864488034401494,6.2518270368360955,-75.62006558645894,Entire home/apt,Entire rental unit,14,48.66,Medellin
1622661261483043636,6.25573,-75.61684,Entire home/apt,Entire rental unit,5,34.4,Medellin
1475487657165286993,6.257,-75.613,Entire home/apt,Entire rental unit,10,45.04,Medellin
1398922909963132417,6.253662799636257,-75.61505401799955,Entire home/apt,Entire rental unit,49,51.59,Medellin
1472929983737671944,6.257,-75.613,Entire home/apt,Entire rental unit,8,45.21,Medellin
1486563807187325159,6.25634,-75.61191,Entire home/apt,Entire rental unit,2,91.15,Medellin
1406196484158591935,6.25349,-75.61693,Entire home/apt,Entire rental unit,51,52.82,Medellin
1658991554245911042,6.2529,-75.6191,Entire home/apt,Entire rental unit,5,77.3,Medellin
1509612984577759787,6.2571,-75.6129,Private room,Private room in loft,1,53.56,Medellin
1392297635834412549,6.249989964464293,-75.62149615771293,Entire home/apt,Entire rental unit,10,48.66,Medellin
1688580203419605947,6.253706114818706,-75.61554272586733,Entire home/apt,Entire rental unit,5,77.71,Medellin
1452933977284529378,6.2566,-75.6085,Entire home/apt,Entire rental unit,33,62.03,Medellin
1538446134518469627,6.2602,-75.6049,Entire home/apt,Entire rental unit,37,76.92,Medellin
1716036780122953604,6.2534,-75.6086,Entire home/apt,Entire rental unit,2,29.63,Medellin
1564038160515999255,6.244499315977276,-75.60467872663955,Entire home/apt,Entire rental unit,162,43.98,Medellin
910847580023791527,6.255,-75.6061,Entire home/apt,Entire rental unit,70,42.7,Medellin
687927696574470546,6.25444,-75.60564,Entire home/apt,Entire home,87,71.3,Medellin
1449351581560169122,6.255,-75.6064,Private room,Private room in home,3,39.92,Medellin
847881844542646160,6.25869,-75.60412,Entire home/apt,Entire rental unit,156,45.7,Medellin
1331215083347033142,6.25894,-75.60377,Entire home/apt,Entire rental unit,24,38.62,Medellin
1511671739637732644,6.2542,-75.6046,Entire home/apt,Entire rental unit,27,51.5,Medellin
1351628859397092657,6.25358,-75.60031,Entire home/apt,Entire rental unit,62,62.69,Medellin
1624994473317900754,6.2515,-75.6023,Entire home/apt,Entire loft,4,106.9,Medellin
1564012745876491011,6.24484,-75.6065,Entire home/apt,Entire rental unit,141,39.73,Medellin
1673976467934009282,6.257320387508947,-75.60174536109952,Entire home/apt,Entire rental unit,2,40.54,Medellin
948680164414787480,6.2603,-75.605,Entire home/apt,Entire rental unit,144,53.67,Medellin
1715477827914576124,6.2534,-75.6086,Entire home/apt,Entire rental unit,1,32.58,Medellin
1640142165518017800,6.25556863672277,-75.60452303443745,Private room,Private room in bed and breakfast,7,27.97,Medellin
1714820195670945238,6.2558,-75.599,Entire home/apt,Entire rental unit,2,42.85,Medellin
1608082862664250885,6.25638,-75.60564,Private room,Private room in home,2,32.98,Medellin
1442095837690674164,6.255882034879042,-75.60529321741319,Private room,Private room in home,23,36.31,Medellin
1600971356649135149,6.2524,-75.6017,Entire home/apt,Entire rental unit,1,70.63,Medellin
1351609431547633613,6.2549639814818025,-75.60069977106173,Entire home/apt,Entire rental unit,81,52.7,Medellin
1158754043684418259,6.2592,-75.6063,Entire home/apt,Entire rental unit,57,68.03,Medellin
667431770911896949,6.2578,-75.6028,Entire home/apt,Entire rental unit,63,39.31,Medellin
1714121962667879123,6.2076,-75.564,Entire home/apt,Entire home,3,444.2,Medellin
1685679123545074480,6.2524,-75.6017,Entire home/apt,Entire rental unit,4,63.6,Medellin
1377768516215805808,6.258311058085216,-75.60244436212254,Entire home/apt,Entire home,51,93.32,Medellin
1689378640842700515,6.2557,-75.5991,Entire home/apt,Entire rental unit,4,72.62,Medellin
1138420772955171776,6.2603,-75.605,Entire home/apt,Entire rental unit,112,62.93,Medellin
39683352,6.25782,-75.60772,Entire home/apt,Entire rental unit,111,68.99,Medellin
1627547002983663662,6.2049,-75.5643,Entire home/apt,Entire rental unit,7,1115.31,Medellin
1688472310531122685,6.2387,-75.5648,Entire home/apt,Entire home,0,4000.91,Medellin
1142839428612372863,6.1416,-75.5013,Entire home/apt,Entire home,6,1053.74,Medellin
1690286535549107583,6.1932,-75.5713,Entire home/apt,Entire villa,2,1254.07,Medellin
1314573463744854413,6.183,-75.5553,Entire home/apt,Entire villa,24,3307.2,Medellin
1425803038311101860,6.1485,-75.5927,Entire home/apt,Entire villa,20,1168.1,Medellin
1608066065858343721,6.25436,-75.60474,Private room,Private room in home,4,36.75,Medellin
1293697292803678617,6.1833,-75.5563,Entire home/apt,Entire home,30,2223.2,Medellin
1150990181027761056,6.2164,-75.5521,Entire home/apt,Entire home,29,1778.55,Medellin
1410778543187423063,6.2073,-75.568,Entire home/apt,Entire villa,21,1262.88,Medellin
1163715400287149567,6.20954,-75.55716,Entire home/apt,Entire villa,57,1340.8,Medellin
54139996,6.19054,-75.56314,Entire home/apt,Entire rental unit,107,1123.0,Medellin
1130518253825470598,6.2039,-75.5549,Entire home/apt,Entire villa,59,1179.2,Medellin
1727597132680338016,6.1821,-75.5558,Entire home/apt,Entire villa,0,1305.6,Medellin
1202239199838475636,6.23902,-75.59084,Entire home/apt,Entire rental unit,158,95.69,Medellin
909040465664207172,6.2365,-75.5892,Private room,Private room in home,2,66.62,Medellin
808796391415284284,6.1993,-75.5122,Entire home/apt,Entire cabin,190,86.91,Medellin
1712576762115452679,6.2512,-75.6201,Entire home/apt,Entire home,6,144.12,Medellin
1522138039037079372,6.3308,-75.5967,Entire home/apt,Entire cabin,16,114.09,Medellin
1551863785318642709,6.204171782575566,-75.62295048034932,Entire home/apt,Entire home,20,154.58,Medellin
1592042784164235872,6.25779872827771,-75.6040730353674,Entire home/apt,Entire rental unit,7,33.17,Medellin
1730058014705910764,6.2493,-75.6066,Entire home/apt,Entire rental unit,0,103.19,Medellin
1670262093434129469,6.2418,-75.5506,Entire home/apt,Entire rental unit,2,45.0,Medellin
1445125455712227426,6.2489,-75.5564,Entire home/apt,Entire rental unit,41,74.7,Medellin
1023470890334383414,6.17053,-75.42583,Entire home/apt,Entire home,10,3716.6,Medellin
1583030874135421982,6.262373696873206,-75.56394080435236,Entire home/apt,Entire rental unit,23,44.0,Medellin
553115945080335224,6.2513023467975115,-75.5182142315101,Entire home/apt,Entire cabin,119,237.45,Medellin
50404670,6.23229,-75.47192,Entire home/apt,Entire cabin,161,47.91,Medellin
1340763412275067158,6.2730402459220205,-75.5618178592399,Entire home/apt,Entire rental unit,34,37.46,Medellin
1676849506158105527,6.2087314310204045,-75.58694888155459,Entire home/apt,Entire rental unit,6,61.42,Medellin
51617651,6.36198,-75.50143,Entire home/apt,Entire villa,23,2874.68,Medellin
1565668717541564179,6.2112,-75.5882,Entire home/apt,Entire rental unit,23,66.38,Medellin
1358758149474924599,6.2123070085154675,-75.58739449984279,Entire home/apt,Entire rental unit,35,32.86,Medellin
1300691890068007413,6.2121,-75.5862,Entire home/apt,Entire rental unit,86,62.95,Medellin
32155194,6.21322,-75.58407,Entire home/apt,Entire rental unit,258,39.95,Medellin
1298622996973429005,6.2121,-75.5862,Entire home/apt,Entire rental unit,52,61.11,Medellin
1239370856622426997,6.2121,-75.5837,Entire home/apt,Entire rental unit,28,43.61,Medellin
954565658814039946,6.2079,-75.5858,Entire home/apt,Entire home,43,77.7,Medellin
901488914902471477,6.22422,-75.59193,Entire home/apt,Entire rental unit,175,50.95,Medellin
1673607276107231099,6.21195,-75.58468,Entire home/apt,Entire rental unit,13,58.8,Medellin
1690104217465389019,6.2098188463621184,-75.58729992744301,Entire home/apt,Entire rental unit,3,56.03,Medellin
1143019409428738921,6.21219,-75.58892,Entire home/apt,Entire home,50,106.32,Medellin
1698687470303558557,6.2513,-75.6018,Entire home/apt,Entire rental unit,5,52.58,Medellin
986918673325224650,6.21245,-75.58611,Entire home/apt,Entire rental unit,39,83.3,Medellin
1689599193350788937,6.21896,-75.58375,Entire home/apt,Entire rental unit,5,72.88,Medellin
1623406116718743949,6.2142,-75.583,Entire home/apt,Entire rental unit,25,45.85,Medellin
1601761914527552117,6.21554,-75.59277,Entire home/apt,Entire serviced apartment,8,39.6,Medellin
1503112017028004893,6.2186,-75.593,Entire home/apt,Entire rental unit,53,49.14,Medellin
901513363062822768,6.2231,-75.593,Entire home/apt,Entire rental unit,145,48.75,Medellin
39562640,6.2011,-75.58799,Entire home/apt,Entire home,47,49.52,Medellin
1064640571772922121,6.21121,-75.58718,Entire home/apt,Entire home,61,137.26,Medellin
1102450786829928997,6.2133,-75.5852,Entire home/apt,Entire rental unit,47,97.17,Medellin
928041152362609817,6.2132,-75.584,Entire home/apt,Entire rental unit,11,40.63,Medellin
1461025025609468388,6.2115,-75.58643,Private room,Private room in rental unit,8,22.45,Medellin
1181190373752879455,6.21338,-75.58343,Entire home/apt,Entire rental unit,58,70.94,Medellin
51978429,6.1967,-75.5782,Entire home/apt,Entire loft,3837,71.92,Medellin
878384514690224807,6.21234,-75.58827,Entire home/apt,Entire rental unit,46,40.84,Medellin
1300656189285572950,6.2121,-75.5862,Entire home/apt,Entire rental unit,36,55.9,Medellin
1435039572018475480,6.210862933054507,-75.58559447856088,Entire home/apt,Entire rental unit,16,65.4,Medellin
1102860771419129697,6.21318,-75.58484,Entire home/apt,Entire rental unit,74,74.03,Medellin
1601750367991365545,6.21517,-75.59287,Entire home/apt,Entire serviced apartment,15,40.4,Medellin
1253042557137295294,6.21478,-75.5842,Entire home/apt,Entire rental unit,29,124.22,Medellin
33907483,6.27842,-75.58015,Entire home/apt,Entire rental unit,18,57.0,Medellin
1069619432933664895,6.2713,-75.5509,Entire home/apt,Entire home,19,24.12,Medellin
1684205073049250037,6.2399,-75.5944,Entire home/apt,Entire rental unit,7,167.65,Medellin
38699580,6.27715,-75.55627,Private room,Private room in home,100,20.28,Medellin
1727939936232776162,6.278148539624364,-75.48852643622413,Entire home/apt,Entire guesthouse,0,233.4,Medellin
1558397848921981138,6.26596,-75.5553,Entire home/apt,Entire serviced apartment,14,46.07,Medellin
1513129632998934796,6.2687,-75.5576,Private room,Private room in guesthouse,27,36.55,Medellin
813159746530331445,6.27814,-75.56251,Entire home/apt,Entire home,50,66.34,Medellin
1026902169336785754,6.271546191551235,-75.56116942479012,Private room,Private room in guesthouse,147,22.73,Medellin
1572494354796462708,6.286737802840795,-75.56049529313157,Entire home/apt,Entire rental unit,1,69.19,Medellin
892296087024390889,6.28145,-75.57661,Private room,Private room in home,25,22.09,Medellin
987154410990477201,6.21433,-75.58464,Entire home/apt,Entire rental unit,108,97.26,Medellin
601665011169061321,6.2797,-75.5756,Entire home/apt,Entire rental unit,137,33.12,Medellin
1031292812430426874,6.272970473132126,-75.56160256208614,Entire home/apt,Entire loft,36,34.7,Medellin
1365302184279954550,6.2761,-75.5818,Entire home/apt,Entire loft,91,60.25,Medellin
1351515731198095576,6.2771,-75.5562,Entire home/apt,Entire rental unit,27,22.53,Medellin
1211747043688117015,6.28454,-75.56357,Entire home/apt,Entire rental unit,85,23.92,Medellin
1700174887953845134,6.211,-75.5858,Entire home/apt,Entire rental unit,2,139.8,Medellin
1644264342376743382,6.30081,-75.55485,Entire home/apt,Entire rental unit,1,34.13,Medellin
943362864125343340,6.2757,-75.5612,Entire home/apt,Entire rental unit,70,22.09,Medellin
1640577368098416538,6.2443,-75.5586,Entire home/apt,Entire rental unit,6,44.04,Medellin
1693807633537100602,6.2746,-75.5533,Entire home/apt,Entire rental unit,1,63.52,Medellin
1717572782146301488,6.3383,-75.604,Entire home/apt,Entire cabin,3,58.82,Medellin
1161115058332519403,6.31672,-75.55964,Entire home/apt,Entire rental unit,66,183.98,Medellin
618601553217059620,6.2058,-75.5645,Entire home/apt,Entire serviced apartment,139,535.02,Medellin
1717353795811112298,6.2443,-75.5586,Entire home/apt,Entire rental unit,1,43.92,Medellin
7558295,6.2287,-75.5451,Entire home/apt,Entire condo,10,35.7,Medellin
1694523534565475413,6.243556907334318,-75.55978913357194,Entire home/apt,Entire rental unit,2,54.88,Medellin
1539915916414429060,6.1651,-75.558,Entire home/apt,Entire home,1,1020.77,Medellin
1491597256429950849,6.24398,-75.55918,Entire home/apt,Entire rental unit,20,45.82,Medellin
1127564248840932723,6.24203,-75.56439,Private room,Room in hotel,51,51.68,Medellin
1313499619465727319,6.2815,-75.5598,Entire home/apt,Entire rental unit,44,107.42,Medellin
1031454016337444434,6.2435,-75.5599,Entire home/apt,Entire rental unit,112,82.41,Medellin
792900731799309692,6.24404,-75.55976,Entire home/apt,Entire rental unit,155,42.69,Medellin
1713870866549571803,6.2416,-75.5591,Entire home/apt,Entire rental unit,1,37.44,Medellin
938271324843470183,6.2382,-75.5688,Private room,Private room in home,100,20.39,Medellin
1344191385800445579,6.235311111047211,-75.54282719732221,Entire home/apt,Entire home,42,143.08,Medellin
23467495,6.2400665697319555,-75.49812535681248,Entire home/apt,Entire cabin,354,62.03,Medellin
1692954809089145593,6.2164,-75.5569,Entire home/apt,Entire condo,5,151.8,Medellin
33750984,6.24225,-75.55954,Entire home/apt,Entire rental unit,109,41.68,Medellin
874680166136202161,6.2434,-75.5573,Entire home/apt,Entire rental unit,141,32.86,Medellin
1660127595335512399,6.24466,-75.55916,Entire home/apt,Entire rental unit,6,53.56,Medellin
1623262730481690608,6.24538,-75.56588,Private room,Room in hotel,5,39.7,Medellin
1732746329430329864,6.2132,-75.5716,Entire home/apt,Entire rental unit,0,211.92,Medellin
1487675418418690640,6.1804,-75.5561,Entire home/apt,Entire villa,26,1170.0,Medellin
1214445436222234189,6.2041,-75.5628,Entire home/apt,Entire villa,47,1305.8,Medellin
1550993317799179755,6.244548441443193,-75.56090073798427,Entire home/apt,Entire loft,4,65.94,Medellin
1068060900429530209,6.1858,-75.5667,Entire home/apt,Entire home,44,1250.44,Medellin
1702463806323791339,6.1821,-75.5558,Entire home/apt,Entire villa,1,1155.4,Medellin
1085049921595825781,6.19407,-75.54694,Entire home/apt,Entire home,2,3000.0,Medellin
610349890918604615,6.14782,-75.59299,Entire home/apt,Entire villa,104,1150.0,Medellin
1603182903741757951,6.2283,-75.5916,Entire home/apt,Entire villa,26,833.6,Medellin
937220932127308389,6.19013,-75.56164,Entire home/apt,Entire place,10,1328.49,Medellin
1732799828870598917,6.182352391952258,-75.5647299491749,Entire home/apt,Entire home,0,1074.87,Medellin
1634314985338893899,6.208308249597752,-75.56559978720767,Entire home/apt,Entire home,1,1396.94,Medellin
1198917328027879473,6.1993,-75.5686,Entire home/apt,Entire villa,29,1098.4,Medellin
1233371835951607434,6.213434296243555,-75.54374228076753,Entire home/apt,Entire villa,16,3148.84,Medellin
1644286573303962490,6.1774,-75.5444,Entire home/apt,Entire home,5,1594.2,Medellin
1594396965798226482,6.19999285613095,-75.56671615822864,Entire home/apt,Entire villa,10,1020.35,Medellin
26670864,6.2452,-75.591,Private room,Room in hotel,807,33.17,Medellin
1711920222397727320,6.2436,-75.5931,Entire home/apt,Entire loft,5,87.0,Medellin
1454352832067147946,6.2581,-75.5601,Entire home/apt,Entire rental unit,8,66.25,Medellin
1721941367770766926,6.265,-75.5958,Entire home/apt,Entire rental unit,2,78.03,Medellin
1558925677860088781,6.2418,-75.5506,Entire home/apt,Entire rental unit,3,61.0,Medellin
1130616743821280428,6.2399,-75.5659,Entire home/apt,Entire rental unit,75,35.7,Medellin
1546661612751133065,6.278948903976039,-75.65524121021903,Entire home/apt,Entire cabin,59,66.64,Medellin
1489356595782108850,6.25471,-75.55831,Entire home/apt,Entire loft,17,44.39,Medellin
1674173251457345352,6.2572,-75.5925,Private room,Room in hotel,79,56.94,Medellin
1698843050284806604,6.2574,-75.5857,Entire home/apt,Entire home,8,118.8,Medellin
