id,lat,lon,room_type,property_type,reviews_count,nightly_usd,city
1368909866489191902,6.2119,-75.5596,Entire home/apt,Entire rental unit,77,207.2,Medellin
1310795363864618520,6.2488,-75.5962,Entire home/apt,Entire rental unit,34,188.2,Medellin
719450039076239273,6.17945,-75.44356,Entire home/apt,Entire cottage,104,266.95,Medellin
1541296230569535607,6.2524,-75.5942,Entire home/apt,Entire serviced apartment,23,72.8,Medellin
42715909,6.236733615718622,-75.58877242699178,Entire home/apt,Entire rental unit,18,90.78,Medellin
1567509138933301359,6.20469,-75.56244,Private room,Room in boutique hotel,0,424.64,Medellin
20550167,6.2113,-75.5592,Entire home/apt,Entire serviced apartment,376,140.6,Medellin
1583431174534393121,6.2158,-75.5707,Private room,Room in hotel,0,180.33,Medellin
1062580472210628816,6.2134,-75.5736,Entire home/apt,Entire rental unit,1,181.88,Medellin
1028962091331381166,6.20857,-75.56771,Entire home/apt,Entire rental unit,82,177.2,Medellin
910854738408156039,6.19821,-75.59175,Entire home/apt,Entire rental unit,34,185.62,Medellin
54166446,6.19633,-75.57822,Entire home/apt,Entire rental unit,176,130.8,Medellin
826033559214298719,6.1986,-75.5621,Private room,Private room,5,197.21,Medellin
46791339,6.21,-75.567,Entire home/apt,Entire serviced apartment,206,164.96,Medellin
1437829180032548726,6.21218,-75.56801,Entire home/apt,Entire loft,66,132.54,Medellin
1487025551851125063,6.2124,-75.5634,Private room,Room in hotel,0,227.04,Medellin
1394633613185095844,6.249178793587254,-75.60147956498095,Entire home/apt,Entire home,29,185.48,Medellin
1574933618447185429,6.189629247273083,-75.56147090763623,Entire home/apt,Entire rental unit,37,140.0,Medellin
1684967661143033648,6.21015,-75.56715,Private room,Room in hotel,0,245.69,Medellin
1587166258377601998,6.2134,-75.5734,Private room,Room in hotel,0,187.06,Medellin
1000756921365978872,6.24574,-75.59692,Entire home/apt,Entire rental unit,21,187.02,Medellin
921614594053258091,6.2047,-75.5641,Private room,Room in hotel,0,223.88,Medellin
735015696600762533,6.20525,-75.55413,Entire home/apt,Entire rental unit,193,162.8,Medellin
904639418287775786,6.2592,-75.5937,Entire home/apt,Entire home,67,178.48,Medellin
846307105899108594,6.213,-75.5609,Entire home/apt,Entire condo,154,146.0,Medellin
48707353,6.21247,-75.56034,Entire home/apt,Entire condo,188,135.35,Medellin
620402851184368048,6.2415,-75.5795,Private room,Room in boutique hotel,1,181.01,Medellin
1580552781840631207,6.24795,-75.60185,Entire home/apt,Entire rental unit,7,203.54,Medellin
962685443760831830,6.2339,-75.6068,Private room,Private room in rental unit,14,22.15,Medellin
1652220358878034115,6.261656201692996,-75.59283320758031,Entire home/apt,Entire condo,1,178.6,Medellin
1646554095543863425,6.2111,-75.5709,Private room,Room in boutique hotel,8,139.62,Medellin
50663063,6.2063,-75.5546,Entire home/apt,Entire rental unit,315,131.6,Medellin
1244468743715945412,6.2081,-75.5653,Private room,Private room in bed and breakfast,0,232.17,Medellin
1617611763480731893,6.2147,-75.5716,Private room,Room in hotel,3,184.63,Medellin
51499769,6.2002,-75.5755,Entire home/apt,Entire rental unit,23,186.79,Medellin
1007410186066117473,6.2542,-75.5971,Entire home/apt,Entire home,90,184.02,Medellin
1210436579057828422,6.2486,-75.5903,Entire home/apt,Entire rental unit,27,175.85,Medellin
1361925148504142412,6.2064,-75.5549,Entire home/apt,Entire condo,49,171.4,Medellin
40423422,6.24393,-75.5897,Entire home/apt,Entire rental unit,67,181.53,Medellin
1486262418989259172,6.19024542310486,-75.56281619621419,Entire home/apt,Entire rental unit,11,175.92,Medellin
39984437,6.20991,-75.56673,Entire home/apt,Entire serviced apartment,9,181.49,Medellin
1710280485662737374,6.1447,-75.6109,Entire home/apt,Entire rental unit,0,174.29,Medellin
1069538906024730458,6.24592,-75.59232,Private room,Room in hotel,0,224.35,Medellin
1084046783677266289,6.1799,-75.5397,Entire home/apt,Entire cabin,3,188.44,Medellin
960945591379780496,6.2003,-75.5757,Entire home/apt,Entire rental unit,10,177.2,Medellin
1699741086173622644,6.1905,-75.5627,Entire home/apt,Entire rental unit,6,140.6,Medellin
1029013748562601509,6.1822,-75.561,Entire home/apt,Entire chalet,10,174.29,Medellin
1439902872895080178,6.23920416941059,-75.59008632458047,Shared room,Shared room in hotel,0,231.31,Medellin
1695899537890842324,6.21273,-75.57172,Entire home/apt,Entire rental unit,0,199.89,Medellin
1560731868146772368,6.2371,-75.5855,Entire home/apt,Entire serviced apartment,5,189.91,Medellin
960980411503170198,6.2521,-75.5867,Entire home/apt,Entire rental unit,0,218.04,Medellin
1399170883123280301,6.26039774661831,-75.5915339729046,Entire home/apt,Entire home,2,186.82,Medellin
1102310962717478665,6.2464,-75.5917,Entire home/apt,Entire rental unit,0,233.49,Medellin
1604414152081550807,6.24273,-75.58232,Entire home/apt,Entire rental unit,0,185.49,Medellin
1492355070013125437,6.23685,-75.59055,Entire home/apt,Entire serviced apartment,0,184.23,Medellin
1009544071246376752,6.2509,-75.5878,Private room,Room in hotel,2,186.13,Medellin
1086197461685040211,6.21388,-75.56066,Entire home/apt,Entire rental unit,0,164.29,Medellin
1005810748689470595,6.2456,-75.5906,Private room,Room in hotel,0,231.31,Medellin
831945137801256605,6.20381,-75.56479,Private room,Private room in rental unit,0,182.0,Medellin
49370265,6.21087,-75.56983,Entire home/apt,Entire rental unit,12,178.4,Medellin
1649573014580360930,6.2020658391566865,-75.60176790397193,Entire home/apt,Entire serviced apartment,1,185.35,Medellin
1069546912952865113,6.24558,-75.59099,Private room,Room in hotel,0,224.35,Medellin
1633617505890522967,6.1456,-75.6151,Entire home/apt,Entire rental unit,0,174.29,Medellin
1074861170294235237,6.2362,-75.5901,Entire home/apt,Entire home,0,217.93,Medellin
1624689986374873549,6.212562584803269,-75.57315676829177,Entire home/apt,Entire rental unit,0,183.0,Medellin
1005161102429043269,6.2464,-75.5913,Private room,Room in hotel,0,224.35,Medellin
1193682740154321057,6.2605,-75.591,Entire home/apt,Entire rental unit,0,208.68,Medellin
1603333601648719181,6.1716,-75.6057,Entire home/apt,Entire rental unit,0,219.21,Medellin
1527167843867217108,6.15187,-75.61533,Private room,Room in hotel,0,185.41,Medellin
1296605417822065379,6.2051,-75.606,Entire home/apt,Entire serviced apartment,3,189.91,Medellin
17934702,6.19884,-75.56702,Entire home/apt,Entire rental unit,25,183.2,Medellin
1555236985386857176,6.17613,-75.58241,Private room,Room in hotel,0,179.23,Medellin
897105610409339447,6.2213,-75.5823,Entire home/apt,Entire home,1,184.02,Medellin
1092996701059132125,6.236520407485123,-75.60097118554468,Private room,Private room in home,3,186.96,Medellin
1045499619593519296,6.20238,-75.56896,Entire home/apt,Entire rental unit,0,180.34,Medellin
1222132613748303394,6.24323,-75.58451,Private room,Room in hotel,1,184.02,Medellin
40232830,6.24411,-75.58822,Entire home/apt,Entire rental unit,34,181.19,Medellin
1285080876442868178,6.19644154543812,-75.57671098924332,Entire home/apt,Entire rental unit,0,180.31,Medellin
1101819810269746209,6.25134,-75.58901,Entire home/apt,Entire rental unit,4,184.75,Medellin
42000565,6.24964,-75.59122,Entire home/apt,Entire rental unit,94,183.82,Medellin
821054782365204643,6.2455,-75.5971,Private room,Room in hotel,1,180.73,Medellin
958976054712738147,6.20682,-75.56458,Entire home/apt,Entire rental unit,0,184.02,Medellin
933382678188781378,6.2095,-75.5695,Private room,Room in hotel,0,179.55,Medellin
1269553376151221899,6.2543,-75.5973,Private room,Room in hotel,3,184.89,Medellin
999519200606325760,6.25302,-75.58764,Entire home/apt,Entire rental unit,0,224.19,Medellin
1229828245941926507,6.2082,-75.5679,Entire home/apt,Entire rental unit,0,175.55,Medellin
1117384196651840086,6.2419,-75.5792,Entire home/apt,Entire rental unit,57,185.46,Medellin
620404168249337509,6.2415,-75.5795,Private room,Room in boutique hotel,3,181.01,Medellin
1639249075030977678,6.24489,-75.55965,Entire home/apt,Entire rental unit,8,39.6,Medellin
1515988081071314310,6.247951995544119,-75.55784327809745,Entire home/apt,Entire rental unit,3,174.32,Medellin
770218864764296309,6.21027,-75.57054,Entire home/apt,Entire rental unit,0,175.62,Medellin
839060807493320453,6.2108,-75.5682,Entire home/apt,Entire rental unit,134,265.6,Medellin
1110194584007680397,6.2078,-75.557,Entire home/apt,Entire rental unit,0,180.34,Medellin
45256779,6.24676,-75.59604,Entire home/apt,Entire rental unit,16,191.38,Medellin
1101675690514519413,6.24193,-75.59667,Entire home/apt,Entire rental unit,96,183.44,Medellin
1301781617908966759,6.25045,-75.59804,Entire home/apt,Entire loft,4,184.02,Medellin
729611607582787540,6.18625,-75.56979,Entire home/apt,Entire rental unit,9,319.43,Medellin
52246354,6.22475,-75.49244,Entire home/apt,Entire cottage,0,187.1,Medellin
1352098782526409301,6.2461151606753615,-75.58556345957393,Private room,Room in hotel,0,184.02,Medellin
1654435940279239452,6.177551930622522,-75.55170279928312,Entire home/apt,Entire cabin,4,182.2,Medellin
1467393532084191580,6.2418,-75.5802,Entire home/apt,Entire home,38,180.68,Medellin
1240108818412167231,6.214,-75.5997,Entire home/apt,Entire rental unit,5,178.0,Medellin
1541329811266350285,6.2021,-75.5619,Entire home/apt,Entire rental unit,25,183.25,Medellin
1630021210518001377,6.2604,-75.5934,Entire home/apt,Entire home,12,193.46,Medellin
1526259409238575912,6.2389,-75.586,Private room,Room in hotel,0,177.32,Medellin
741380719336932487,6.20644,-75.55495,Entire home/apt,Entire condo,121,177.0,Medellin
1666015721866765052,6.2519,-75.5872,Entire home/apt,Entire rental unit,0,229.63,Medellin
24044200,6.19755,-75.56608,Entire home/apt,Entire serviced apartment,36,205.19,Medellin
860082437995990798,6.2407,-75.564,Entire home/apt,Entire rental unit,69,178.5,Medellin
40256028,6.24507,-75.58826,Entire home/apt,Entire rental unit,38,175.99,Medellin
1715625494167251764,6.2163,-75.5571,Entire home/apt,Entire condo,0,175.0,Medellin
1447282360219004485,6.2331,-75.602,Private room,Room in hotel,0,183.5,Medellin
760421066433202912,6.2201,-75.5684,Entire home/apt,Entire condo,3,187.33,Medellin
1003031902817877862,6.2435,-75.56,Entire home/apt,Entire rental unit,63,68.2,Medellin
1546364236615064848,6.19142,-75.56087,Entire home/apt,Entire rental unit,0,186.4,Medellin
1643115977238787844,6.14593,-75.60904,Entire home/apt,Entire rental unit,1,180.34,Medellin
1071256049224498530,6.2499,-75.5875,Entire home/apt,Entire rental unit,31,184.39,Medellin
1031249706527907944,6.22243,-75.57292,Entire home/apt,Entire rental unit,15,186.7,Medellin
669507080480499320,6.1966,-75.5779,Entire home/apt,Entire condo,105,178.0,Medellin
6247223,6.2062,-75.5654,Entire home/apt,Entire serviced apartment,93,178.0,Medellin
1446625665961357095,6.2119,-75.5707,Entire home/apt,Entire rental unit,3,231.77,Medellin
1043685479276565013,6.2003,-75.5758,Entire home/apt,Entire rental unit,61,194.8,Medellin
1008994838244451782,6.24652,-75.59689,Entire home/apt,Entire rental unit,35,175.14,Medellin
1518976158717664550,6.245964364032836,-75.59520572316251,Entire home/apt,Entire rental unit,7,174.02,Medellin
1223229974278923736,6.24367,-75.59623,Entire home/apt,Entire rental unit,72,176.26,Medellin
1189364308342298975,6.2248,-75.56983,Entire home/apt,Entire rental unit,24,174.3,Medellin
1669078765923738242,6.26421,-75.54562,Entire home/apt,Entire rental unit,0,232.17,Medellin
979135072768212037,6.2235,-75.6034,Entire home/apt,Entire home,79,189.18,Medellin
1604705139420145950,6.24,-75.5801,Entire home/apt,Entire rental unit,11,178.87,Medellin
1129226099451629822,6.2446,-75.602,Entire home/apt,Entire rental unit,17,189.55,Medellin
1684832475967195699,6.2105,-75.5721,Entire home/apt,Entire rental unit,1,138.93,Medellin
1143701477856870090,6.2454,-75.5892,Private room,Private room in home,2,14.52,Medellin
1414621390152763917,6.20962,-75.56973,Entire home/apt,Entire rental unit,46,184.0,Medellin
1280418586292915654,6.2057,-75.5645,Entire home/apt,Entire rental unit,77,237.8,Medellin
42642114,6.24794,-75.5926,Entire home/apt,Entire serviced apartment,147,186.16,Medellin
1612371870774155185,6.152009141687776,-75.63158546450694,Entire home/apt,Entire rental unit,0,220.63,Medellin
1566234327972547542,6.2584,-75.5983,Shared room,Shared room in home,2,13.84,Medellin
1010413123794509332,6.25026,-75.58779,Private room,Private room in guesthouse,0,18.4,Medellin
976984507888984196,6.2154,-75.5125,Entire home/apt,Entire cottage,1,188.08,Medellin
1194940471264409324,6.1737,-75.5865,Entire home/apt,Entire serviced apartment,21,187.58,Medellin
1579717437925919538,6.1899,-75.565,Entire home/apt,Entire rental unit,11,205.76,Medellin
1566214589344188978,6.2584,-75.5983,Private room,Private room in home,0,13.62,Medellin
1250744346791027063,6.24,-75.5956,Entire home/apt,Entire rental unit,98,90.0,Medellin
1516924222378450522,6.213,-75.5591,Entire home/apt,Entire serviced apartment,25,180.52,Medellin
18755033,6.20201,-75.56773,Entire home/apt,Entire serviced apartment,57,203.15,Medellin
1650011748763979366,6.2119,-75.5659,Private room,Private room in rental unit,3,84.3,Medellin
1546458579619355732,6.23849,-75.60085,Entire home/apt,Entire rental unit,17,180.47,Medellin
1246404931282239672,6.2432,-75.5571,Entire home/apt,Entire rental unit,64,84.66,Medellin
1544899331037810153,6.2487,-75.5621,Shared room,Shared room in casa particular,4,9.39,Medellin
32938125,6.2526,-75.5876,Entire home/apt,Entire rental unit,143,182.05,Medellin
1558779216236231514,6.21269,-75.57133,Entire home/apt,Entire rental unit,15,117.77,Medellin
1725097924214430171,6.2436,-75.5931,Entire home/apt,Entire rental unit,1,80.55,Medellin
1200733808716778046,6.2155,-75.5708,Entire home/apt,Entire condo,72,191.6,Medellin
50433864,6.22896,-75.48782,Entire home/apt,Entire cabin,90,86.09,Medellin
1120341884598187524,6.2164,-75.5032,Entire home/apt,Dome,54,81.71,Medellin
1443028427866036186,6.1742,-75.5914,Entire home/apt,Entire rental unit,16,184.76,Medellin
1472151198865833453,6.20804,-75.57387,Entire home/apt,Entire rental unit,10,184.99,Medellin
1490757928860370701,6.2371,-75.5902,Entire home/apt,Entire rental unit,3,184.23,Medellin
42438434,6.24833,-75.59424,Entire home/apt,Entire serviced apartment,192,175.62,Medellin
19709627,6.20304,-75.5593,Entire home/apt,Entire home,148,328.8,Medellin
954662772617266174,6.2107,-75.5693,Entire home/apt,Entire rental unit,158,107.0,Medellin
53568695,6.19707,-75.57728,Entire home/apt,Entire condo,125,107.8,Medellin
15680377,6.2458,-75.5913,Entire home/apt,Entire home,179,300.6,Medellin
1121102763737335957,6.2524,-75.5864,Entire home/apt,Entire loft,189,91.76,Medellin
1680876830390569675,6.2087,-75.5865,Entire home/apt,Entire rental unit,3,106.39,Medellin
1268933136854939578,6.2418,-75.5963,Entire home/apt,Entire rental unit,36,237.75,Medellin
912543488636982182,6.2105,-75.5724,Entire home/apt,Entire rental unit,66,113.4,Medellin
962661193211911466,6.2143,-75.5732,Entire home/apt,Entire rental unit,231,101.2,Medellin
1714954990090400260,6.193,-75.5715,Entire home/apt,Entire rental unit,2,108.58,Medellin
760188153048642850,6.24865,-75.58853,Entire home/apt,Entire rental unit,81,220.8,Medellin
594941022732437611,6.2018,-75.5691,Entire home/apt,Entire loft,288,109.42,Medellin
46683475,6.2441,-75.5623,Entire home/apt,Entire serviced apartment,103,33.98,Medellin
48334986,6.2393,-75.58908,Entire home/apt,Entire serviced apartment,228,102.68,Medellin
1678277059971633051,6.2422,-75.5627,Private room,Room in hotel,1,12.67,Medellin
1624015128551544955,6.2129,-75.5608,Entire home/apt,Entire rental unit,12,100.0,Medellin
1617650340886306779,6.1504,-75.5623,Entire home/apt,Entire rental unit,8,87.66,Medellin
1655092240655581655,6.2153068302320955,-75.55818860386992,Entire home/apt,Entire rental unit,4,91.65,Medellin
1227811543393661531,6.2003,-75.5755,Entire home/apt,Entire rental unit,33,108.47,Medellin
1650024578480733006,6.2404,-75.5614,Private room,Private room in rental unit,1,26.78,Medellin
1163168702368918539,6.2432,-75.5558,Entire home/apt,Entire rental unit,48,31.18,Medellin
973364123310765951,6.241,-75.5844,Entire home/apt,Entire loft,138,90.62,Medellin
1574831526261386091,6.1827,-75.5812,Entire home/apt,Entire rental unit,30,106.54,Medellin
12113318,6.21217,-75.56136,Entire home/apt,Entire rental unit,205,130.0,Medellin
1303154119232562434,6.2139,-75.5732,Entire home/apt,Entire rental unit,45,102.1,Medellin
1264632068929265917,6.2487,-75.6004,Entire home/apt,Entire rental unit,8,237.02,Medellin
1487094073762069885,6.2401,-75.5967,Entire home/apt,Entire rental unit,46,92.02,Medellin
909410806455954929,6.20703,-75.55945,Entire home/apt,Entire rental unit,117,120.8,Medellin
50177827,6.21201,-75.57256,Entire home/apt,Entire rental unit,352,89.0,Medellin
52517765,6.24532,-75.60282,Entire home/apt,Entire rental unit,125,460.66,Medellin
1340699403495701009,6.2427,-75.6015,Entire home/apt,Entire home,59,243.34,Medellin
1466850231225316295,6.248,-75.561,Private room,Room in hotel,11,30.47,Medellin
1617058473003596509,6.1967,-75.578,Entire home/apt,Entire rental unit,18,92.13,Medellin
1338027050893421372,6.240991983988929,-75.59585193566002,Entire home/apt,Entire rental unit,66,102.19,Medellin
1620505619630004045,6.253488421204325,-75.59631635368724,Entire home/apt,Entire rental unit,7,247.33,Medellin
31680073,6.24189,-75.61324,Private room,Private room in rental unit,1,17.8,Medellin
1612577480774168339,6.163,-75.5742,Entire home/apt,Entire rental unit,12,108.6,Medellin
1725504680141845601,6.2392,-75.5794,Entire home/apt,Entire rental unit,1,110.48,Medellin
5227613,6.21415,-75.56191,Entire home/apt,Entire rental unit,277,93.22,Medellin
1476523218838468029,6.24722,-75.58292,Entire home/apt,Entire rental unit,33,92.9,Medellin
663763542954215832,6.2568,-75.5962,Entire home/apt,Entire serviced apartment,136,240.7,Medellin
997038523478381009,6.2428,-75.5623,Entire home/apt,Entire rental unit,61,30.0,Medellin
1683718279045103909,6.25029,-75.58702,Entire home/apt,Entire rental unit,11,88.59,Medellin
1477483512751687953,6.1184,-75.5846,Entire home/apt,Tiny home,48,108.21,Medellin
1435505757392800253,6.2215,-75.5697,Entire home/apt,Entire rental unit,42,88.8,Medellin
1463370055256764265,6.2401,-75.5967,Entire home/apt,Entire rental unit,53,90.91,Medellin
1137053560020782569,6.2075,-75.5736,Entire home/apt,Entire rental unit,15,91.48,Medellin
1006015826968547586,6.20175,-75.55662,Entire home/apt,Entire home,47,228.15,Medellin
1727026866995790997,6.2147,-75.5709,Private room,Room in hotel,0,306.69,Medellin
1585735376739584099,6.1906,-75.562,Entire home/apt,Room in aparthotel,11,114.1,Medellin
1203744030705136012,6.20633,-75.56627,Entire home/apt,Entire rental unit,84,229.48,Medellin
1063693065604658894,6.232827287217459,-75.5680323606534,Entire home/apt,Entire rental unit,8,227.14,Medellin
1669111149091405298,6.2632432972205505,-75.54639738303541,Entire home/apt,Entire rental unit,0,287.45,Medellin
710665241897169550,6.21018,-75.56355,Entire home/apt,Entire vacation home,20,247.8,Medellin
1674987078643043059,6.2101,-75.5657,Private room,Room in hotel,0,312.3,Medellin
1408033209479956811,6.1887,-75.576,Entire home/apt,Entire rental unit,11,221.11,Medellin
1466658112031901594,6.2068,-75.564,Entire home/apt,Entire rental unit,31,244.8,Medellin
1173110208455020247,6.2,-75.5707,Entire home/apt,Entire rental unit,11,227.14,Medellin
1033235008769458107,6.2093,-75.5733,Entire home/apt,Entire rental unit,54,261.95,Medellin
1674972661496332600,6.2101,-75.5657,Private room,Room in hotel,0,312.3,Medellin
1471017885555079205,6.2109,-75.5677,Entire home/apt,Entire rental unit,8,228.04,Medellin
1034761801808222905,6.2104,-75.5687,Private room,Room in hotel,22,311.4,Medellin
1518728498581399460,6.1906,-75.562,Entire home/apt,Entire rental unit,27,235.5,Medellin
942667996989047036,6.2118,-75.573,Entire home/apt,Entire rental unit,38,234.0,Medellin
1016842110226805851,6.2153,-75.5708,Entire home/apt,Entire condo,109,246.8,Medellin
828948814159934986,6.211,-75.5647,Entire home/apt,Entire rental unit,31,238.0,Medellin
1032081999989542410,6.2386,-75.5874,Entire home/apt,Entire home,26,233.62,Medellin
27263833,6.2421,-75.59583,Entire home/apt,Entire rental unit,52,224.6,Medellin
861538870384861362,6.2449,-75.5888,Private room,Room in boutique hotel,4,174.21,Medellin
1508149204783588940,6.2075,-75.5737,Entire home/apt,Entire rental unit,22,96.4,Medellin
1620344807689289602,6.24,-75.5913,Entire home/apt,Entire rental unit,12,90.8,Medellin
1022102638244663106,6.25011,-75.59623,Entire home/apt,Entire rental unit,1,176.28,Medellin
1318804806820250029,6.2587,-75.4938,Entire home/apt,Farm stay,1,294.28,Medellin
777739042064085953,6.17828,-75.59695,Entire home/apt,Entire home,181,106.66,Medellin
1196897475995150786,6.2066,-75.5639,Entire home/apt,Entire rental unit,12,227.2,Medellin
1605409408716330254,6.24904,-75.59407,Private room,Private room in guesthouse,1,189.18,Medellin
1314896008158755014,6.2566,-75.5972,Entire home/apt,Entire rental unit,3,249.64,Medellin
51445410,6.20293,-75.5627,Entire home/apt,Entire rental unit,187,232.27,Medellin
1679074268881179920,6.213007554908196,-75.57090915558472,Entire home/apt,Entire rental unit,0,278.12,Medellin
1192984873319469569,6.20902,-75.56713,Entire home/apt,Entire rental unit,88,248.8,Medellin
1180627699508821511,6.20932,-75.56687,Entire home/apt,Entire rental unit,14,241.6,Medellin
1679019063498428838,6.2119,-75.5707,Entire home/apt,Entire rental unit,0,278.12,Medellin
1487050069686103957,6.2155,-75.5707,Entire home/apt,Entire rental unit,5,228.47,Medellin
1655208206562145735,6.2436,-75.5597,Entire home/apt,Entire rental unit,5,93.38,Medellin
1121905364837599027,6.2027,-75.5675,Entire home/apt,Entire rental unit,37,367.66,Medellin
53231869,6.24254,-75.59537,Entire home/apt,Entire rental unit,78,275.8,Medellin
1033234019547486146,6.2093,-75.5733,Entire home/apt,Entire rental unit,75,255.75,Medellin
1606989368109608882,6.340889006588969,-75.50959892712824,Entire home/apt,Entire home,0,441.51,Medellin
828997952423174521,6.33977,-75.59415,Entire home/apt,Dome,16,132.05,Medellin
1619742388643037975,6.24268,-75.57953,Entire home/apt,Entire rental unit,17,125.8,Medellin
1112310008186510006,6.23749,-75.56906,Private room,Private room in home,34,17.52,Medellin
1719942480782594790,6.1692,-75.5898,Private room,Private room in guesthouse,1,22.94,Medellin
1476994011396376483,6.3235,-75.5612,Entire home/apt,Entire rental unit,11,143.23,Medellin
805232379788948689,6.24627,-75.58562,Private room,Private room in home,49,38.3,Medellin
1650759340825014270,6.2404,-75.5613,Private room,Private room in rental unit,3,17.22,Medellin
1524141904466921023,6.23656,-75.58496,Private room,Private room in bed and breakfast,386,18.21,Medellin
1634310814782034305,6.2245,-75.562,Entire home/apt,Entire rental unit,17,234.29,Medellin
1244347510616547460,6.2370178862795544,-75.58466936019805,Private room,Room in hotel,215,18.46,Medellin
1032753365978142305,6.2423,-75.5624,Private room,Private room in home,94,18.43,Medellin
25935247,6.20329,-75.5648,Entire home/apt,Entire rental unit,63,134.2,Medellin
1104501860657825132,6.24271,-75.57996,Entire home/apt,Entire rental unit,44,139.4,Medellin
1699444267691107680,6.2117,-75.5584,Entire home/apt,Entire rental unit,2,139.48,Medellin
1513453792861634458,6.2435,-75.5948,Entire home/apt,Entire home,26,136.28,Medellin
1298538770339031507,6.3084414229060695,-75.62566971649548,Entire home/apt,Entire home,58,124.68,Medellin
1705792018395617047,6.190981495579623,-75.5619585475741,Entire home/apt,Entire rental unit,2,146.91,Medellin
1557618742431523474,6.24811,-75.59404,Entire home/apt,Entire rental unit,32,167.13,Medellin
883265857771905564,6.17972,-75.58552,Entire home/apt,Entire home,59,157.0,Medellin
1213828098937407873,6.2481,-75.4394,Entire home/apt,Entire cabin,5,255.6,Medellin
1166878241928334905,6.38745,-75.42646,Entire home/apt,Entire cabin,230,83.77,Medellin
1451003228182125799,6.3556133079237584,-75.50729912734967,Private room,Room in hotel,2,111.79,Medellin
1660992086481653630,6.225567642113178,-75.47739804378236,Entire home/apt,Entire cabin,7,96.6,Medellin
997926310528143145,6.368153797190235,-75.47324096698216,Entire home/apt,Entire villa,19,263.74,Medellin
49731798,6.2561,-75.4459,Entire home/apt,Entire chalet,73,144.03,Medellin
1518079753256583242,6.246012339970228,-75.59730524256751,Entire home/apt,Entire rental unit,9,146.48,Medellin
1078566540970919267,6.3874,-75.4961,Entire home/apt,Entire villa,12,280.26,Medellin
1258599477582586928,6.2449,-75.5833,Entire home/apt,Entire condo,85,112.63,Medellin
1232470432244401734,6.2463,-75.58538,Entire home/apt,Entire rental unit,70,140.2,Medellin
1321301047704821613,6.20565,-75.56304,Entire home/apt,Entire rental unit,6,155.2,Medellin
553642029978804070,6.21384,-75.56383,Entire home/apt,Entire rental unit,140,154.77,Medellin
1255804917419387374,6.248,-75.584,Entire home/apt,Entire rental unit,65,152.45,Medellin
1369080640699457998,6.29275,-75.45406,Entire home/apt,Entire cabin,28,91.93,Medellin
1411043498718961199,6.2345,-75.5927,Entire home/apt,Entire rental unit,37,150.0,Medellin
1527965180992898197,6.2443407668354025,-75.59719447585675,Entire home/apt,Entire rental unit,22,180.22,Medellin
1574124137334743247,6.2053,-75.5642,Entire home/apt,Entire rental unit,21,151.0,Medellin
1733674611030854272,6.2418,-75.5594,Private room,Private room in rental unit,0,20.12,Medellin
1509726854014928234,6.17717887977464,-75.45371770541288,Entire home/apt,Entire place,52,80.46,Medellin
1684136119750314621,6.21006,-75.56999,Entire home/apt,Entire rental unit,3,152.02,Medellin
1419619514208735280,6.187,-75.5691,Entire home/apt,Entire rental unit,0,220.73,Medellin
1387017552643570958,6.2468,-75.5892,Entire home/apt,Entire rental unit,31,151.2,Medellin
922440015989791130,6.3636,-75.5142,Entire home/apt,Tiny home,0,317.6,Medellin
987602594527136788,6.2083,-75.5658,Entire home/apt,Entire rental unit,51,185.4,Medellin
39943669,6.20826,-75.56634,Entire home/apt,Room in aparthotel,163,190.95,Medellin
1671135678576710292,6.2571,-75.5922,Private room,Room in hotel,0,357.54,Medellin
1264499965433272099,6.2063,-75.5546,Entire home/apt,Entire rental unit,67,164.6,Medellin
1674322769871561166,6.2494,-75.6062,Entire home/apt,Entire rental unit,8,148.69,Medellin
1621881841149502532,6.2473,-75.5868,Entire home/apt,Entire rental unit,11,147.16,Medellin
1591544347816252580,6.260729496423684,-75.56290616096732,Entire home/apt,Entire rental unit,31,28.52,Medellin
1358789655211586156,6.2153,-75.5708,Entire home/apt,Entire condo,58,143.83,Medellin
1686303384374427654,6.2411,-75.5819,Entire home/apt,Entire rental unit,9,160.6,Medellin
1473910279715171739,6.20661,-75.57437,Entire home/apt,Entire rental unit,28,142.6,Medellin
1649393183741118042,6.24,-75.5967,Entire home/apt,Entire rental unit,6,144.25,Medellin
29964482,6.2053,-75.564,Entire home/apt,Entire rental unit,104,156.02,Medellin
1693843589672835425,6.2961,-75.4555,Entire home/apt,Entire cabin,2,148.69,Medellin
1657582538485897597,6.2428,-75.586,Entire home/apt,Entire rental unit,5,58.64,Medellin
23063676,6.25564,-75.55993,Private room,Private room in rental unit,251,18.97,Medellin
1010373752362266364,6.25376,-75.59085,Entire home/apt,Entire serviced apartment,46,52.77,Medellin
1613877472902139664,6.2529,-75.5925,Entire home/apt,Entire rental unit,37,56.29,Medellin
1690481250035517480,6.2256,-75.5616,Entire home/apt,Entire rental unit,4,150.72,Medellin
1044254100268292236,6.2482,-75.4367,Entire home/apt,Entire rental unit,242,52.21,Medellin
1157527417744370634,6.2875,-75.4611,Entire home/apt,Entire cabin,9,88.65,Medellin
915511428709887912,6.275,-75.4489,Entire home/apt,Dome,18,147.96,Medellin
1451408094603288675,6.21355,-75.5604,Entire home/apt,Entire rental unit,31,148.89,Medellin
